viewerId,asset,device/os,country,state,city,asn,isp,start time (unix time),startup time (ms),playing time (ms),buffering time (ms),interrupts,average bitrate (kbps),startup error,session tags,ip address,cdn,browser,conviva session id,stream url,error list,percentage complete
eb5acbb404a3864f0547615b5f468ef4240ba99bf6c05d34d488b9293e920fd6,19-2 S4:E5 Flowers,WIN,canada,nl,mount pearl,855,Bell Aliant,1518441659,1989,2655682,1300,2,2144,0,c3.player.name=CRAVETV+VIDI+Web&videoSubDomain=pe-fa-vp11a.9c9media.com&brand=crave&c3.video.isLive=F,156.57.79.109,UNKNOWN,Opera,64845:1857907260:3262933932:3735486637:1518441660,https://capi.9c9media.com/destinations/cravetv_web/platforms/desktop/contents/1130779/contentpackages/1644706/manifest.mpd,,100
50.101.29.106,"Grey's Anatomy S14:E12 Harder, Better, Faster, Stronger",MAC,canada,on,burlington,577,Bell Canada,1518496684,-1,0,0,0,0,0,c3.player.name=CTV+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=ctv&c3.video.isLive=F,50.101.29.106,UNKNOWN,Chrome,76161:626308975:2814214961:2749707294:1518185460,https://capi.9c9media.com/destinations/ctv_web/platforms/desktop/contents/1307972/contentpackages/1859942/manifest.mpd,,0
142.161.39.14,Personal Investor: How annuities can lock in investment gains,WIN,canada,mb,brandon,7122,,1518442120,14381,3181,0,0,1952,0,c3.video.isLive=F,142.161.39.14,UNKNOWN,Chrome,89795:1289655402:1376083095:2338830803:1518442105,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1312880/contentpackages/1839115/manifest.mpd,,2
207.195.86.123,LIVE2 digital channel ,IOS,canada,sk,regina,803,Sasktel,1518479772,-1,0,0,0,0,0,c3.client.marketingName=iPhone+6S+Plus&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=T&brand=ctvnews&videoSubDomain=pe-ak-lp01a-9c9media.akamaized.net,207.195.86.123,AKAMAI,Safari,90746:2042278444:3277414433:3981437362:1518479753,https://pe-ak-lp01a-9c9media.akamaized.net/live/News2Digi/p/hls/00000201/e292dc87c7a53b7b/manifest.m3u8,,0
209.128.15.70,CTV National News: Reaction to verdict continues,IOS,canada,nb,saint john,855,Bell Aliant,1518416196,2211,142333,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,209.128.15.70,UNKNOWN,Safari,93434:544631184:3413444752:4201046458:1518416192,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324368/contentpackages/1863970/manifest.m3u8,,100
209.128.15.70,Rally held for Indigenous man in Victoria Park ,IOS,canada,nb,saint john,855,Bell Aliant,1518416340,0,189874,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,209.128.15.70,UNKNOWN,Safari,93434:544631184:3413444752:4201046458:1518416193,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324293/contentpackages/1863841/manifest.m3u8,,100
209.128.15.70,Reaction after Gerald Stanley acquittal continues,IOS,canada,nb,saint john,855,Bell Aliant,1518416532,0,30187,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,209.128.15.70,UNKNOWN,Safari,93434:544631184:3413444752:4201046458:1518416194,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324328/contentpackages/1863903/manifest.m3u8,,22
209.128.15.70,CTV News Channel: 'There was a veiled threat',IOS,canada,nb,saint john,855,Bell Aliant,1518473097,-1,0,0,0,0,1,c3.client.marketingName=iPhone&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-fa-vp11a.9c9media.com,209.128.15.70,UNKNOWN,Safari,93434:544631184:3413444752:4201046458:1518472977,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324763/contentpackages/1864558/manifest.m3u8,Error loading media: File could not be played,0
66.160.133.2,Pattie Lovett-Reid: Is there a retirement crisis looming in Canada? ,WIN,united states,ca,la mesa,6939,,1518447173,5720,99240,0,0,300,0,c3.player.name=BNN+VIDI+Web&c3.video.isLive=F&brand=bnn&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net,66.160.133.2,UNKNOWN,MSIE,93929:3794443732:3636533398:3507009623:1518447169,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1321732/contentpackages/1859881/manifest.m3u8,,57
66.160.133.2,"BNN's mid-morning market update: Feb. 12, 2018",WIN,united states,ca,la mesa,6939,,1518456576,7614,277897,0,0,470,0,c3.player.name=BNN+VIDI+Web&videoSubDomain=pe-fa-vp12a.9c9media.com&brand=bnn&c3.video.isLive=F,66.160.133.2,UNKNOWN,MSIE,93929:3794443732:3636533398:3507009623:1518456573,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1324520/contentpackages/1864175/manifest.m3u8,,100
66.160.133.2,Trump's first year in 3 minutes,WIN,united states,ca,la mesa,6939,,1518468542,7301,24143,0,0,300,0,c3.player.name=BNN+VIDI+Web&videoSubDomain=pe-li-vp05a.9c9media.com&brand=bnn&c3.video.isLive=F,66.160.133.2,UNKNOWN,MSIE,93929:3794443732:3636533398:3507009623:1518468540,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1307512/contentpackages/1826032/manifest.m3u8,,13
184.151.112.201,ChoaCH Therrien : Danault manque au Canadien?,IOS,canada,qc,montreal,36522,,1518471800,-1,0,0,0,0,0,c3.client.marketingName=iPhone&c3.player.name=RDS+VIDI+Web&c3.video.isLive=F&brand=RDS&videoSubDomain=pe-fa-vp11a.9c9media.com,184.151.112.201,UNKNOWN,Safari,122040:2419656296:1542338564:3696689717:1518471779,https://capi.9c9media.com/destinations/rds_web/platforms/desktop/contents/1324789/contentpackages/1864606/manifest.m3u8,,0
198.166.2.232,[30154] MLB News and Highlights - Rogers on Darvish: 'A real good deal for the Cubs',IOS,canada,ab,edmonton,852,Telus,1518463308,5292,45304,0,0,1856,0,c3.device.model=iPhone+6&c3.client.marketingName=iPhone+6&c3.player.name=TSN+iOS&c3.video.isLive=F&brand=TSN&videoSubDomain=pe-ak-vp08a-9c9media.akamaized.net,198.166.2.232,INHOUSE,Non-Browser Apps,125717:2894826972:3272230042:854215407:987201034,http://capi.9c9media.com/destinations/tsn_ios/platforms/iphone/contents/1323999/contentpackages/1863175/manifest.m3u8,,100
198.166.2.232,[30154] MLB News and Highlights - Rogers on Darvish: 'A real good deal for the Cubs',IOS,canada,ab,edmonton,852,Telus,1518463298,3719,457,0,0,896,0,c3.device.model=iPhone+6&c3.client.marketingName=iPhone+6&c3.player.name=TSN+iOS&c3.video.isLive=F&brand=TSN&videoSubDomain=pe-ak-vp08a-9c9media.akamaized.net,198.166.2.232,INHOUSE,Non-Browser Apps,125717:2894826972:3272230042:854215407:1159107384,http://capi.9c9media.com/destinations/tsn_ios/platforms/iphone/contents/1323999/contentpackages/1863175/manifest.m3u8,,-1
184.151.36.122,CTV Barrie: Ice rescue,AND,canada,on,etobicoke,36522,,1518493922,12110,30500,0,0,0,0,c3.device.model=Other+Android&c3.client.marketingName=Galaxy+Note+4&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-li-vp04a.9c9media.com,184.151.36.122,UNKNOWN,Chrome,135817:1886784511:2967614885:1874841489:1518493919,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324911/contentpackages/1864839/manifest.m3u8,,30
174.3.236.65,The Big Bang Theory S11:E15 The Novelization Correlation,MAC,canada,ab,edmonton,6327,Shaw,1518492116,2042,1221218,0,0,2144,0,c3.player.name=CTV+VIDI+Web&videoSubDomain=pe-li-vp04a.9c9media.com&brand=ctv&c3.video.isLive=F,174.3.236.65,UNKNOWN,Chrome,161830:1477892002:984895273:1952440860:1518492096,https://capi.9c9media.com/destinations/ctv_web/platforms/desktop/contents/1248906/contentpackages/1849707/manifest.mpd,,97
9f40d31797065151d8ae2e37cb244a9c82d74f2b55ff6c3060ded393448f8fdc,[449838] Cheers - S8:EP3 - A Bar Is Born,IOS,canada,mb,brandon,19016,,1518457867,-1,0,0,0,0,0,c3.device.model=iPad+pro&c3.client.marketingName=iPad+Pro&c3.player.name=CraveTV+iOS&c3.video.isLive=F&brand=CraveTV&videoSubDomain=pe-ak-vp01a-9c9media.akamaized.net,216.36.188.218,INHOUSE,Non-Browser Apps,167502:2165047520:2691429977:3950035306:1548061180,https://capi.9c9media.com/destinations/cravetv_ios/platforms/iPhone/contents/449838/contentpackages/629964/manifest.m3u8,,0
208.114.153.166,SC Express: Kessel's most colourful moments,WIN,canada,ns,point tupper,22995,,1518482824,25193,88813,6235,1,396,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F&brand=tsn&videoSubDomain=pe-fa-vp11a.9c9media.com,208.114.153.166,UNKNOWN,Firefox,178450:476675740:342615397:846447704:1518482812,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1318204/contentpackages/1852594/manifest.mpd,,100
70.65.0.130,"[1256496] Dr. Phil - S16:EP94 - Accusations of Lies, Child Sex Abuse and Stalking",IOS,canada,ab,red deer,6327,Shaw,1518462352,3208,205709,0,0,614,0,c3.player.name=vidi_ios&videoSubDomain=pe-li-vp05a.9c9media.com&c3.client.marketingName=iPhone+7+Plus&brand=CTV&c3.video.isLive=F&c3.device.model=iPhone9%2C4,70.65.0.130,INHOUSE,Non-Browser Apps,178943:2822341839:3454969624:1022692795:701452084,https://capi.9c9media.com/destinations/ctv_ios/platforms/iPhone/contents/1256496/contentPackages/1854808/manifest.am3u8?ssl=true,,8
87aa010e0bea764e3168a913e8103ae33840b2dcdb47bf38b5a6e984b072d8cb,[1246034] Star Trek: Discovery - S1:EP15 - Will You Take My Hand,AND,canada,ab,calgary,6327,Shaw,1518485311,3801,968927,7400,2,3198,0,c3.player.name=CraveTV+Android&videoSubDomain=pe-fa-vp07a.9c9media.com&c3.client.marketingName=Galaxy+S8+Plus&brand=CraveTV&c3.video.isLive=F&c3.device.model=Other+Android,184.68.199.186,INHOUSE,Non-Browser Apps,192473:3452828320:1109067231:2049351913:1746299263,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/1246034/contentpackages/1861302/manifest.m3u8,,36
87aa010e0bea764e3168a913e8103ae33840b2dcdb47bf38b5a6e984b072d8cb,"[1246033] Star Trek: Discovery - S1:EP14 - The War Without, The War Within",AND,canada,ab,calgary,6327,Shaw,1518485284,5801,4169,0,0,2822,0,c3.device.model=Other+Android&c3.client.marketingName=Galaxy+S8+Plus&c3.player.name=CraveTV+Android&c3.video.isLive=F&brand=CraveTV&videoSubDomain=pe-li-vp09a.9c9media.com,184.68.199.186,INHOUSE,Non-Browser Apps,192473:3452828320:1109067231:2049351913:2366305293,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/1246033/contentpackages/1852184/manifest.m3u8,,0
207.228.78.18,Telescope spots car floating in space,IOS,canada,bc,burnaby,852,Telus,1518449059,19032,35700,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-li-vp04a.9c9media.com&c3.client.marketingName=iPhone&brand=ctvnews&c3.video.isLive=F,207.228.78.18,UNKNOWN,Safari,196228:2060017763:584849413:3433122581:1518449059,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324236/contentpackages/1863759/manifest.m3u8,,85
74.15.208.161,"CTV News at Noon Montreal for Monday, Feb. 12, 2018",IOS,canada,qc,montreal,577,Bell Canada,1518465904,-1,0,0,0,0,0,c3.client.marketingName=iPhone&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-fa-vp11a.9c9media.com,74.15.208.161,UNKNOWN,Safari,201980:1337493606:62240777:4115973383:1518465903,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1322189/contentpackages/1864474/manifest.m3u8,,0
74.15.208.161,Indigenous hearings come to Montreal,IOS,canada,qc,montreal,577,Bell Canada,1518466039,2429,156179,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-fa-vp11a.9c9media.com&c3.client.marketingName=iPhone&brand=ctvnews&c3.video.isLive=F,74.15.208.161,UNKNOWN,Safari,201980:1337493606:62240777:4115973383:1518465970,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324619/contentpackages/1864366/manifest.m3u8,,100
184.70.170.126,CTV National News: Mining for cryptocurrency,WIN,canada,mb,winnipeg,6327,Shaw,1518484200,2475,148903,0,0,1952,0,c3.video.isLive=F,184.70.170.126,UNKNOWN,Chrome,204152:2884927684:2336143190:4055922562:1518484153,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324371/contentpackages/1863973/manifest.mpd,,99
99.233.136.214,Stock in the Spotlight: Shopify surges on deal with LCBO to sell marijuana online,IOS,canada,on,barrie,812,Rogers,1518485111,2317,111599,0,0,0,0,c3.client.marketingName=iPhone&c3.player.name=BNN+VIDI+Web&c3.video.isLive=F&brand=bnn&videoSubDomain=pe-fa-vp12a.9c9media.com,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518485113,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1324757/contentpackages/1864547/manifest.m3u8,,100
99.233.136.214,Stock in the Spotlight: Shopify surges on deal with LCBO to sell marijuana online,IOS,canada,on,barrie,812,Rogers,1518485281,1671,111559,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518485273,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1324757/contentpackages/1864547/manifest.m3u8,,100
99.233.136.214,Evolve launches marijuana ETF as it eyes global growth ,IOS,canada,on,barrie,812,Rogers,1518485447,2458,375724,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518485274,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1324551/contentpackages/1864208/manifest.m3u8,,100
99.233.136.214,Tantalus Labs CEO on why he is not going public just yet,IOS,canada,on,barrie,812,Rogers,1518485858,3444,79744,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518485275,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1323367/contentpackages/1861553/manifest.m3u8,,21
99.233.136.214,We are on track and on time for marijuana legalization: Goodale,IOS,canada,on,barrie,812,Rogers,1518486118,1892,539059,0,0,0,0,c3.player.name=BNN+VIDI+Web&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net&c3.client.marketingName=iPhone&brand=bnn&c3.video.isLive=F,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518486115,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1321029/contentpackages/1858549/manifest.m3u8,,100
99.233.136.214, Bill Blair on marijuana legalization: Work still needs to be done after bill passes,IOS,canada,on,barrie,812,Rogers,1518486691,-1,0,0,0,0,0,c3.client.marketingName=iPhone&c3.player.name=BNN+VIDI+Web&c3.video.isLive=F&brand=bnn&videoSubDomain=pe-fa-vp07a.9c9media.com,99.233.136.214,UNKNOWN,Safari,206644:893142018:955549610:421480124:1518486117,https://capi.9c9media.com/destinations/bnn_web/platforms/desktop/contents/1321501/contentpackages/1859070/manifest.m3u8,,0
99.243.179.205,CTV Ottawa: Unwanted separation,IOS,canada,on,london,812,Rogers,1518488781,4002,31876,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,99.243.179.205,UNKNOWN,Safari,219405:1828502660:4192865874:3801041944:1518488782,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/945257/contentpackages/1212101/manifest.m3u8,,18
99.243.179.205,"Sentencing for Dellen Millard, Mark Smich",IOS,canada,on,london,812,Rogers,1518488856,1979,132067,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,99.243.179.205,UNKNOWN,Safari,219405:1828502660:4192865874:3801041944:1518488783,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324628/contentpackages/1864372/manifest.m3u8,,100
825c73a41f6d58a55253854f3158629e35c50ce5eef90fc384a7297eadd92321,[657806] Autopsy,AND,canada,ab,calgary,6327,Shaw,1518491942,8001,48351,0,0,3250,0,c3.player.name=CraveTV+Android&videoSubDomain=pe-li-vp08b.9c9media.com&c3.client.marketingName=Galaxy+Tab+A+10.1&brand=CraveTV&c3.video.isLive=F&c3.device.model=Other+Android,174.0.34.13,INHOUSE,Non-Browser Apps,239467:371580721:2617511333:3519554597:3513794023,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/657806/contentpackages/755685/manifest.m3u8,,2
184.151.36.30,McMorris discusses his incredible story of perseverance,IOS,canada,on,etobicoke,36522,,1518458282,2328,46226,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,184.151.36.30,UNKNOWN,Safari,253038:2065927456:4155948734:4088142047:1518458284,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1322316/contentpackages/1864021/manifest.m3u8,,11
74.14.142.10,McMorris discusses his incredible story of perseverance,IOS,canada,on,greater sudbury,577,Bell Canada,1518461059,3637,19420,584,2,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,74.14.142.10,UNKNOWN,Safari,253038:2065927456:4155948734:4088142047:1518461061,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1322316/contentpackages/1864021/manifest.m3u8,,4
74.14.142.10,McMorris discusses his incredible story of perseverance,IOS,canada,on,greater sudbury,577,Bell Canada,1518461158,3382,422984,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,74.14.142.10,UNKNOWN,Safari,253038:2065927456:4155948734:4088142047:1518461160,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1322316/contentpackages/1864021/manifest.m3u8,,100
24.114.104.172,CTV News Channel: Going for gold in Pyeongchang,IOS,canada,on,toronto,812,Rogers,1518492762,11969,42151,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,24.114.104.172,UNKNOWN,Safari,259574:3612983625:325852115:3791718938:1518492759,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324497/contentpackages/1864138/manifest.m3u8,,19
82252bcb7d541fdfe2b0b7f014802e7f01a5c446774feadee15f8363b46b369c,Arrow S3:E21 Al Sah-him,WIN,canada,ab,lethbridge,6327,Shaw,1518410505,4275,2484760,556,3,3346,0,c3.player.name=CRAVETV+VIDI+Web&videoSubDomain=pe-ak-vp08a-9c9media.akamaized.net&brand=crave&c3.video.isLive=F,68.144.209.134,UNKNOWN,Firefox,268937:3244865832:3049055607:2952656215:1518333909,https://capi.9c9media.com/destinations/cravetv_web/platforms/desktop/contents/601770/contentpackages/777559/manifest.mpd,,100
